날짜,지역,판매량,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계 일사량(MJ/m2),평균 지면온도(°C)
20160101,서울특별시,15929,1.2,,1.6,73,4.61,0.2
20160102,서울특별시,13086,5.7,,2,76.9,4.5,2.8
20160103,서울특별시,14667,6.5,,1.8,80.6,4.85,4.8
20160104,서울특별시,8596,2,,3.1,54.4,9.03,3
20160105,서울특별시,8602,-2.7,,2.3,39.4,8.22,0.1
20160106,서울특별시,8749,-1.7,,1.8,54.3,4.69,-0.5
20160107,서울특별시,9164,-3.4,,2.5,51.8,9.76,-1
20160108,서울특별시,11274,-3.3,,2,49.8,9.83,-1.5
20160109,서울특별시,14147,-2.1,,2.1,57.1,9.28,-1
20160110,서울특별시,14172,0.3,,2.6,42.3,9.35,0.2
20160111,서울특별시,8742,-3.8,,2.8,38.3,9.89,-1.6
20160112,서울특별시,8798,-5.2,,2.5,46,10.02,-2.5
20160113,서울특별시,9271,-4.5,0.4,2,63,6.69,-1.8
20160114,서울특별시,9548,-3.4,0,1.7,52.1,8.8,-1.1
20160115,서울특별시,12463,-0.4,,1.8,52.3,7.85,-0.2
20160116,서울특별시,14948,-0.2,0.1,2.9,68,4.86,0.1
20160117,서울특별시,15265,1.7,,2.4,64,4.23,0.4
20160118,서울특별시,7415,-6.3,0.2,4.8,59.8,8.31,-1.3
20160119,서울특별시,7129,-12.8,,5.4,45.9,10.82,-5.8
20160120,서울특별시,8650,-10.5,,1.8,43.6,9.08,-5.1
20160121,서울특별시,8588,-7.1,,1.8,44.3,8.41,-3.4
20160122,서울특별시,9890,-7.6,,2.6,40.5,7.62,-4.1
20160123,서울특별시,11613,-11.5,0,4,42,9.18,-5.3
20160124,서울특별시,12130,-14.4,,3.2,48.5,10.54,-7.9
20160125,서울특별시,8668,-9.4,,1.9,47.1,11.22,-5.9
20160126,서울특별시,9276,-3.3,0.3,2.3,64.5,6.5,-2.2
20160127,서울특별시,9718,-1.1,,2,56.3,9.55,-1.5
20160128,서울특별시,9725,-0.5,,1.6,51.5,5.88,-1.1
20160129,서울특별시,13259,1.9,,2.3,43.6,4.19,0.3
20160130,서울특별시,13731,0.6,,2,59.5,8.01,-0.3
20160131,서울특별시,12455,-3.9,,3.2,34,10.75,-1.1
20160201,서울특별시,7609,-6,,3,36,12.01,-2.7
20160202,서울특별시,8332,-5.3,,2.2,41.8,12.05,-3
20160203,서울특별시,9666,-2.4,,1.9,49.6,10.46,-1.8
20160204,서울특별시,8895,-0.7,,2.4,50.1,9.82,-0.5
20160205,서울특별시,10884,-2.2,,2.5,39.4,10.71,-0.9
20160206,서울특별시,11452,-3.1,,2.9,38.6,12.22,-1.3
20160207,서울특별시,13082,-2.9,,2,46.5,12.44,-1.6
20160208,서울특별시,18761,1.3,,3.1,62.1,5.55,0.7
20160209,서울특별시,13297,0.3,,3,52.5,11.45,0.6
20160210,서울특별시,12630,2.7,,1.6,38.5,12.74,0.8
20160211,서울특별시,9505,8.1,0.1,3.5,29.3,7.87,2.7
20160212,서울특별시,10973,8.4,18,3.2,95.3,1.1,4.5
20160213,서울특별시,13480,11,21,3.3,95,3.78,8.7
20160214,서울특별시,11187,-2.6,2.5,4.6,73.1,2.98,1.9
20160215,서울특별시,6903,-5.8,0,4,48.4,14.52,-0.6
20160216,서울특별시,7959,-2.7,0.8,2.7,65.6,5.58,-0.3
20160217,서울특별시,9867,0,,2.3,53.9,14.42,0.3
20160218,서울특별시,11953,3.5,,3.2,66.4,8.26,1.9
20160219,서울특별시,11493,2.3,,1.7,56.4,5.1,1.1
20160220,서울특별시,12896,1.3,,2.9,37.1,13.13,2.6
20160221,서울특별시,12993,-0.6,,2.9,36.4,13.63,1.6
20160222,서울특별시,9105,1.1,0,1.9,36.6,5.76,1.5
20160223,서울특별시,9046,0.7,0.9,3.2,56,14.55,3.5
20160224,서울특별시,8886,-3,,2.9,42,15.48,1.6
20160225,서울특별시,9439,-0.2,,2.7,49.9,11.24,1.2
20160226,서울특별시,12697,2.2,0,2.2,41.3,15.23,3.4
20160227,서울특별시,14395,3.3,0.2,2,57.6,11.21,4.5
20160228,서울특별시,14489,0.7,4.1,2.1,65.5,4.76,1.4
20160229,서울특별시,11333,-3.8,0,4,48.6,10.38,0.4
20160301,서울특별시,11865,-2.7,,2.5,47.3,14.8,0.8
20160302,서울특별시,9732,3.1,,2.9,67.9,8.08,3.4
20160303,서울특별시,12297,8.1,,1.9,65.1,10.26,7.2
20160304,서울특별시,18394,13.2,0.1,2.7,55.3,14.61,11.1
20160305,서울특별시,16497,11.3,40,2.6,91.3,1.16,10.5
20160306,서울특별시,16738,7.9,0.2,2.8,51,15.21,10.1
20160307,서울특별시,11095,8.1,0,2,36.9,4.36,6.8
20160308,서울특별시,10184,2.7,,3.1,40.4,8.54,5.1
20160309,서울특별시,10103,0.3,,3.5,37.5,17.09,4.2
20160310,서울특별시,9943,-1.1,,3.2,37.8,18.12,3.6
20160311,서울특별시,11898,-0.5,,2.6,43.8,18.25,3.5
20160312,서울특별시,15364,2,,2.5,55.6,9.56,3.2
20160313,서울특별시,15963,3.7,0.1,1.6,68.1,6.18,4.4
20160314,서울특별시,9387,4.7,,2.6,57,14.56,6.4
20160315,서울특별시,11481,5.2,,2.2,43.4,16.25,6.6
20160316,서울특별시,12826,7.5,,2,45.1,16.66,9.7
20160317,서울특별시,13193,9.3,,1.4,40.9,11.77,7.3
20160318,서울특별시,19479,13.4,,2.4,50,13.54,13.7
20160319,서울특별시,20574,11.4,,2.5,58.3,16.37,13.2
20160320,서울특별시,18848,10.6,,2.2,54,17.03,13.5
20160321,서울특별시,12967,9.9,,2.2,54.1,16.83,12.4
20160322,서울특별시,12670,8,,2.5,58.1,15.38,11.2
20160323,서울특별시,12908,8.2,,2.9,49.6,16.73,11.4
20160324,서울특별시,14052,7.2,,2.4,36.5,18.91,11.9
20160325,서울특별시,15694,7.1,,2.2,43.9,16.07,10.9
20160326,서울특별시,19413,6.5,,2.2,54.5,15.3,10.5
20160327,서울특별시,19620,7.2,,2.6,55.6,17.19,11.8
20160328,서울특별시,15794,9.8,,2,47.8,17.82,13.5
20160329,서울특별시,14644,11.3,0.1,3.2,57.8,12.55,12.6
20160330,서울특별시,18506,11.5,,2.2,49.9,18.01,15.9
20160331,서울특별시,20679,13.5,,2.1,27,15.57,15.2
20160401,서울특별시,25088,15.3,,2,26,18.16,16.7
20160402,서울특별시,28415,15,,2.3,40.8,16.99,18.5
20160403,서울특별시,19479,10.7,2,1.7,75.1,3.23,11.1
20160404,서울특별시,18711,12.3,,2.2,42.6,20.8,16.8
20160405,서울특별시,17778,11.4,,2.5,45.1,20.04,16.7
20160406,서울특별시,21149,14.4,3,1.9,44.3,15.13,15.7
20160407,서울특별시,20548,14.1,7.5,3,69.5,16.95,15.8
20160408,서울특별시,20782,11.1,,2.5,76.1,18.15,15.4
20160409,서울특별시,21629,10.7,,1.8,83.9,4.52,12.7
20160410,서울특별시,26242,13.4,,2.1,71.3,14.02,15.9
20160411,서울특별시,18782,12.5,,2.4,43.8,21.04,16.7
20160412,서울특별시,22642,14.1,,2.3,42.6,15.36,16.3
20160413,서울특별시,29887,15.6,1,1.7,67.5,13.86,17.1
20160414,서울특별시,16989,12.4,,2.6,75.9,14.06,16.4
20160415,서울특별시,26040,15,,2.6,46.4,20.94,19
20160416,서울특별시,22145,14.9,23.5,2.9,58.9,7.23,15.4
20160417,서울특별시,19169,10.8,20.5,4.7,66.8,13.8,14.2
20160418,서울특별시,14814,11.2,1.5,3.1,65.4,18.4,14.9
20160419,서울특별시,18483,12,,2.2,55.1,22.1,16.8
20160420,서울특별시,16961,14.3,0.5,2.1,54,13.4,16.3
20160421,서울특별시,16878,13.5,17,2.8,87.6,6.09,14.7
20160422,서울특별시,19164,13.5,0,2.6,83.4,7.77,15.5
20160423,서울특별시,25651,13.5,,2.1,52.1,16.76,18
20160424,서울특별시,31731,15.5,,1.9,39.6,22.59,21
20160425,서울특별시,24930,17.2,,1.7,34.8,21.21,21.3
20160426,서울특별시,35263,21.1,,2,34.8,19.74,21.8
20160427,서울특별시,20323,17.2,,3.6,32,8.39,17.8
20160428,서울특별시,26103,17.2,,2,34.4,18.95,22.3
20160429,서울특별시,26294,16.2,0.3,2.5,47.6,21.79,21.9
20160430,서울특별시,28152,15.9,,2.8,45.3,8.93,17
20160501,서울특별시,33835,18.8,,2.2,40.5,17.07,20.2
20160502,서울특별시,25867,21.1,16.5,2.2,64.5,15.89,24.4
20160503,서울특별시,12292,12.9,27,4.9,86.1,1.63,14.8
20160504,서울특별시,21848,15.7,,5.1,46.6,24.88,16.6
20160505,서울특별시,30566,18.9,7.5,1.7,50.8,21.6,20
20160506,서울특별시,20235,16.3,9.5,2,89.3,1.91,16.8
20160507,서울특별시,25247,16.5,,2.6,60.3,23.93,19.3
20160508,서울특별시,34801,19.4,,2.1,44.8,23.51,20.8
20160509,서울특별시,24245,20.2,0,2,43,17.4,23.1
20160510,서울특별시,15437,14.5,13.5,2.3,82.4,4.6,16.9
20160511,서울특별시,24040,16.4,,2,60.9,24.41,21.2
20160512,서울특별시,26464,17.8,,2.7,62.4,23.94,22.2
20160513,서울특별시,31517,18.6,0.5,2.1,57,24.86,24
20160514,서울특별시,36630,20.2,,2.3,47.1,23.78,24.7
20160515,서울특별시,23313,17.4,45,2.7,73.9,12.53,20.1
20160516,서울특별시,20901,15.9,2.5,3.2,57,24.54,20.6
20160517,서울특별시,29966,19.3,,1.9,48.8,24.69,23.6
20160518,서울특별시,35162,22.3,,1.9,40.3,25.77,26.9
20160519,서울특별시,41027,24.3,,1.6,36.4,24.95,29.6
20160520,서울특별시,45217,24,,1.8,32,23.48,28.4
20160521,서울특별시,45198,24.1,,2,23.8,24.05,29.3
20160522,서울특별시,49866,24.7,,1.9,35,24.63,30.8
20160523,서울특별시,33079,23.3,,2.1,43,17.7,28.1
20160524,서울특별시,19861,16.8,38.5,2.6,82.6,7.08,18.5
20160525,서울특별시,28597,19.7,,2.7,67.9,15.6,21.1
20160526,서울특별시,22811,19.4,0,1.8,72,8.3,19.4
20160527,서울특별시,33375,20.9,,1.7,61.3,20.68,23.2
20160528,서울특별시,40443,21.7,,2.1,56.1,23.9,28.3
20160529,서울특별시,38743,21.5,,2.3,56.1,20.67,27.6
20160530,서울특별시,32212,22.1,,2.4,57.3,24.57,30.1
20160531,서울특별시,32882,21.6,,2.5,63.6,21.99,27.9
20160601,서울특별시,37448,23.3,,2.1,45.8,24.45,29.6
20160602,서울특별시,40199,23.2,,2.4,38.3,25.38,31.7
20160603,서울특별시,40087,22.2,,2.2,48.1,22.84,29.6
20160604,서울특별시,35505,21.2,,1.6,51.8,11.24,25.7
20160605,서울특별시,49450,24.7,,1.7,47.3,24.43,33.7
20160606,서울특별시,36364,23.3,0,2.3,49.1,15.57,28
20160607,서울특별시,30088,21.7,0.1,1.7,69.5,9.42,22.8
20160608,서울특별시,34942,22.1,,2.3,65.9,20.45,31.3
20160609,서울특별시,38627,24.1,,2,59.5,22.84,32.8
20160610,서울특별시,45020,24.6,,2.2,60.9,21.74,32.6
20160611,서울특별시,40724,23.5,3,1.7,74.3,7.81,25.9
20160612,서울특별시,44192,23.5,1.5,2.1,79.4,10.48,25.4
20160613,서울특별시,37018,23.5,,2.4,70.5,19.87,27.5
20160614,서울특별시,34786,23.8,0,2.1,62.5,19.48,31.8
20160615,서울특별시,25859,20.9,15.5,2.7,81.8,7.05,20.8
20160616,서울특별시,30315,20.9,0,2.8,73.5,13.83,22.4
20160617,서울특별시,42282,23.8,,2.5,63.1,22.38,28.6
20160618,서울특별시,46987,24.5,,1.8,58,22.46,31.4
20160619,서울특별시,43317,24.1,0,1.9,64.5,18.36,30
20160620,서울특별시,36676,24.7,,1.7,66,16.89,29.3
20160621,서울특별시,41997,26,,1.7,60.1,16.41,30.6
20160622,서울특별시,31245,24.3,30.5,2,75.1,8.64,26.2
20160623,서울특별시,38224,24.7,0.1,2.1,71,16.45,26.1
20160624,서울특별시,37716,23.1,3.5,2,75.8,8.81,23.4
20160625,서울특별시,44180,22.8,,2.8,63.1,18.54,24.9
20160626,서울특별시,49799,24.4,,2.7,58.4,25.57,30.5
20160627,서울특별시,36166,24.4,,1.6,55.5,13.72,28.3
20160628,서울특별시,39018,24.7,,1.8,61.1,17.87,27.9
20160629,서울특별시,38830,25.3,,2.2,58,17.64,30.9
20160630,서울특별시,38308,24.6,0.2,2.8,78.1,7.45,26
20160701,서울특별시,23433,24,108.5,2.3,86.5,3.23,23.9
20160702,서울특별시,40997,23.5,4,2.4,81.4,13.17,24.8
20160703,서울특별시,40059,23.5,,1.6,70.4,12.08,23.6
20160704,서울특별시,19514,21.8,29.5,3,85.1,5.05,22.3
20160705,서울특별시,23232,23.1,100.5,2.8,93.6,2.17,22.9
20160706,서울특별시,33833,22.9,0,1.9,74,15.62,24
20160707,서울특별시,36821,24,0,1.3,71.6,15.11,24.9
20160708,서울특별시,51211,27.3,,1.8,66.5,24.24,30.7
20160709,서울특별시,54573,27.7,,2,64.8,24.33,34
20160710,서울특별시,55794,27.9,,1.8,64.4,20.7,34.5
20160711,서울특별시,46666,28.4,0,1.7,67.4,15.06,32.5
20160712,서울특별시,38064,26.3,3,2.1,65.5,17.79,29.2
20160713,서울특별시,38460,26.3,0,2.1,69,13.8,30
20160714,서울특별시,42201,27.5,0.1,2.1,66.9,16.79,32.2
20160715,서울특별시,36449,26.2,1.5,2.6,60,12.2,28.3
20160716,서울특별시,27739,20.8,46.5,3.5,92.8,3.68,21.5
20160717,서울특별시,32431,21.7,2.5,2.6,82.9,5,22.5
20160718,서울특별시,31100,24.4,0.2,1.5,75.1,14.65,25.5
20160719,서울특별시,43332,27.1,,1.5,65.5,20.48,29.5
20160720,서울특별시,45011,28.6,,1.9,62.5,15.58,30.7
20160721,서울특별시,42922,28.3,,2.2,61.3,15.16,31.4
20160722,서울특별시,50007,29.1,,2.2,64,17.51,32.4
20160723,서울특별시,48216,28.7,0.5,1.9,70.4,9.93,30.5
20160724,서울특별시,48485,28,0.5,2,77.9,6.61,28.1
20160725,서울특별시,45453,28.4,,1.9,75.3,9.71,30.1
20160726,서울특별시,45534,28.4,,2.6,69,13.94,32.9
20160727,서울특별시,38961,27.6,0.5,3.2,76.4,4.67,27.1
20160728,서울특별시,43891,28,0.2,2.8,70.6,17.82,31.9
20160729,서울특별시,34719,26.3,59.5,1.6,82.3,5.33,26.6
20160730,서울특별시,47553,28.6,0.5,2.1,73.5,15.27,29.6
20160731,서울특별시,48082,28.9,0.2,1.6,72.1,16.33,30.5
20160801,서울특별시,41640,28.4,,1.6,72,16.53,30.9
20160802,서울특별시,36720,27.2,2,1.2,72.5,9.03,30.3
20160803,서울특별시,47844,29.1,,1.6,65.4,19.2,32.3
20160804,서울특별시,53563,30.7,,1.6,59.6,15.8,35.9
20160805,서울특별시,56557,31.2,,1.8,60.1,17.78,35.1
20160806,서울특별시,56648,30.5,,1.7,64.8,13.56,35.5
20160807,서울특별시,54155,30.6,,1.9,56,20.68,38.3
20160808,서울특별시,50042,30.5,,1.8,63.1,18.34,38.2
20160809,서울특별시,44438,29.3,1,1.9,68.3,12.45,32.8
20160810,서울특별시,48289,29.4,,1.9,66.3,16.98,34.5
20160811,서울특별시,54890,30.5,,2,64.1,22.2,39.2
20160812,서울특별시,57389,30.4,,2,68.3,19.62,37.5
20160813,서울특별시,52801,30.2,,2.4,67.9,20.66,37.8
20160814,서울특별시,52177,28.9,0.2,1.9,74,11.38,33.2
20160815,서울특별시,47003,29.1,0,1.9,65.5,17.09,35.9
20160816,서울특별시,45503,29.3,0.5,1.6,64.9,12.39,35
20160817,서울특별시,46771,29.9,,1.9,60.4,17.75,36.4
20160818,서울특별시,42909,29.9,,1.6,61.9,11.68,33.5
20160819,서울특별시,45639,28.9,11.5,1.4,69.5,9.18,33.7
20160820,서울특별시,53315,30.1,,1.7,59,13.72,29.6
20160821,서울특별시,51173,30.7,0,2.1,57.5,17.95,33.8
20160822,서울특별시,44220,30.7,0.4,2.1,58,18.91,35
20160823,서울특별시,37624,28.3,8,2.1,68.8,10.1,29.5
20160824,서울특별시,40885,29.1,0,1.8,59.1,13.97,29.4
20160825,서울특별시,35608,27.1,4.5,1.9,70.4,11.54,28.9
20160826,서울특별시,31848,23,20,3.6,57,17.17,23.8
20160827,서울특별시,38688,23.4,0,3.1,43.3,20.97,25.4
20160828,서울특별시,30889,21,1.5,2.6,62.5,10.21,23.7
20160829,서울특별시,28195,22.2,,2,54.5,16.17,23.5
20160830,서울특별시,22112,20.6,0,3.3,60.4,12.02,23.1
20160831,서울특별시,18803,17.7,17.5,3.8,85.3,3.02,18.1
20160901,서울특별시,28424,23.2,,3.1,71.3,13.76,21.8
20160902,서울특별시,30313,24.2,4.5,2.7,68.5,16.79,25.5
20160903,서울특별시,38130,23.9,0.5,1.8,73.8,8.93,25
20160904,서울특별시,38936,25.6,,1.5,71.3,10.25,26
20160905,서울특별시,30083,26.4,,1.7,66.1,14.15,28.6
20160906,서울특별시,29052,24.7,,1.8,69,13.98,26.5
20160907,서울특별시,26044,24.3,,1.8,69.8,9.88,27
20160908,서울특별시,23036,23,4.5,1.3,76.4,8.27,23.3
20160909,서울특별시,28801,23.9,,1.8,71.1,15.29,25.5
20160910,서울특별시,36330,24.4,,1.6,65.4,12.96,26.4
20160911,서울특별시,33681,24.5,,1.7,66.3,9.83,25.6
20160912,서울특별시,22998,23.4,2.5,1.9,68.9,9.18,23.6
20160913,서울특별시,26828,24.6,,1.8,62.5,15.74,25.6
20160914,서울특별시,31739,24.6,,1.8,66.1,11.88,27.8
20160915,서울특별시,39914,23.9,,1.3,68.1,13.62,26.5
20160916,서울특별시,29378,24.6,,1.5,64.9,11.91,26.4
20160917,서울특별시,28200,23.1,7,2.9,64.8,13.53,23.1
20160918,서울특별시,27535,23.5,,3.1,53.4,15.29,24.7
20160919,서울특별시,18465,21.9,,3.5,53.3,16.12,25.7
20160920,서울특별시,18685,20.6,,3.1,41.1,19.23,24.8
20160921,서울특별시,18407,20.2,,2,43.4,15.52,22.9
20160922,서울특별시,18989,21.9,,1.8,46.3,15.24,26
20160923,서울특별시,24093,21.4,,1.6,57.9,14.3,24.6
20160924,서울특별시,32806,22.3,,1.6,60.6,14.56,25.5
20160925,서울특별시,33674,23,,1.2,57.6,12.66,26.6
20160926,서울특별시,22806,23.6,,1.8,59.1,11.48,26.2
20160927,서울특별시,15016,21,13.5,1.3,82.5,2.77,21.5
20160928,서울특별시,19081,19.9,0.5,1.3,84.6,3.59,20.7
20160929,서울특별시,20760,20.4,,3,64.4,12.55,21.3
20160930,서울특별시,22379,20.5,,1.6,66.9,7.66,20.9
20161001,서울특별시,24292,21.1,,1.2,69,10.06,21.8
20161002,서울특별시,19721,19,18.5,2.7,84.1,2.6,18.6
20161003,서울특별시,21966,22.7,6.5,2.7,73.3,14.52,23.6
20161004,서울특별시,17008,22,,2.4,58.9,16.86,22.4
20161005,서울특별시,16804,21.1,,3,61.9,11.59,22.1
20161006,서울특별시,14774,18,,2.6,59.3,15.52,21
20161007,서울특별시,13563,19.7,2,2.6,67.8,9.25,21.9
20161008,서울특별시,16138,16.8,6,2.9,66.4,12.09,18
20161009,서울특별시,13787,11.3,,2.9,46.3,16.46,14.6
20161010,서울특별시,11178,14,,1.6,43.3,15.29,16.3
20161011,서울특별시,13029,15.4,,1.8,62.4,11.48,16.5
20161012,서울특별시,12224,15.5,,2,57,13.98,18
20161013,서울특별시,12055,15.2,,1.4,44.1,13.22,17.2
20161014,서울특별시,15986,16.7,,1.3,61.8,11.82,17.2
20161015,서울특별시,21312,19.1,,1.3,60.6,12.6,19.6
20161016,서울특별시,16466,17.2,1.5,1.5,74.1,3.06,16.5
20161017,서울특별시,13886,17.5,,1.4,76.1,9.51,18.2
20161018,서울특별시,14047,17,,1.4,70.9,12.24,17.7
20161019,서울특별시,13093,18,,1.5,67.6,11.84,18.9
20161020,서울특별시,14434,18.6,,1.8,61.3,12.55,19.4
20161021,서울특별시,13019,17.9,,3,58.6,8.17,19.3
20161022,서울특별시,18883,18.3,,1.8,59,8.59,20.1
20161023,서울특별시,13036,13.3,2.5,4,66.3,2.33,13.8
20161024,서울특별시,11503,15.1,,2.4,54.8,13.55,16.4
20161025,서울특별시,10851,14.1,37,2.2,84,4.25,14
20161026,서울특별시,11739,13.3,0,1.4,81,5.48,13
20161027,서울특별시,11683,14.6,,1.9,65.4,9.88,13.5
20161028,서울특별시,11147,14.6,0.3,2.5,61.8,7.11,14.4
20161029,서울특별시,10668,7.8,,3,40.3,6.54,8.3
20161030,서울특별시,11503,7.9,,1.5,31.9,13.56,8.6
20161031,서울특별시,7105,5.7,0.5,2,59.9,2.14,6
20161101,서울특별시,6629,1.5,,2.7,43.6,13.52,4.1
20161102,서울특별시,7404,4.1,0.1,1.4,53.1,10.76,5.4
20161103,서울특별시,9059,9.1,0.2,1.6,62.8,9.91,10.8
20161104,서울특별시,12411,12.3,0,2.7,67,5.14,11.6
20161105,서울특별시,16230,15,0,2.2,77.4,5.09,15.4
20161106,서울특별시,13417,14,,3.4,59.4,8.91,15.3
20161107,서울특별시,9013,12.8,5.5,2.8,71.3,5.09,13.8
20161108,서울특별시,6812,4.1,0.5,3.5,58,10.89,7.4
20161109,서울특별시,7399,2.1,,1.9,41.1,12.02,3.5
20161110,서울특별시,8165,6,0.4,2,55.5,3.87,5.9
20161111,서울특별시,7974,9.1,4,2.2,63.3,9.97,9.3
20161112,서울특별시,13964,11.4,,2.3,62.1,9.07,9.7
20161113,서울특별시,14953,14.4,0.5,1.7,74.8,6.62,13.4
20161114,서울특별시,8598,13.2,1.5,1.7,78.5,2.44,12.8
20161115,서울특별시,7543,5.2,,2.8,44.3,11.6,6
20161116,서울특별시,8347,5.2,,1.4,44.3,8.59,4.2
20161117,서울특별시,9798,9.1,,1.2,56.4,9.33,7.5
20161118,서울특별시,10675,10.3,0,1.9,58.4,6.39,8.3
20161119,서울특별시,15070,13,0,2.2,71.1,7.42,13
20161120,서울특별시,11821,9.8,,2.5,48.6,10.14,10.5
20161121,서울특별시,8109,9.5,,2.2,40.5,4.26,8.4
20161122,서울특별시,6606,2,0.2,3.9,43.3,7.38,5.6
20161123,서울특별시,6069,-1.8,,3,37.5,9.14,1
20161124,서울특별시,6065,-2.5,,2.1,37.8,10.5,0
20161125,서울특별시,8525,1,,1.5,43.9,8.31,1.4
20161126,서울특별시,10386,0.9,2.8,2.3,69.6,1.68,0.2
20161127,서울특별시,11432,3.3,0,1.5,81.3,3.81,4
20161128,서울특별시,6585,1.4,,2.5,57.9,9.47,2.4
20161129,서울특별시,8476,1.7,,1.6,40.8,9.34,1.6
20161130,서울특별시,8372,6,1,2,59.8,4.37,4.7
20161201,서울특별시,7608,4.1,,3.6,47.6,9.39,4.1
20161202,서울특별시,9836,1.6,,1.8,48.4,9.82,1.8
20161203,서울특별시,12667,4.5,,1.4,58.8,8.76,3.5
20161204,서울특별시,12555,5.5,,1.2,60.1,4.16,4.2
20161205,서울특별시,7574,5.9,1.5,3,69.1,4.3,6.6
20161206,서울특별시,7523,-1.1,,2.5,38.5,9.97,0.8
20161207,서울특별시,8764,1.7,0,2.3,58.3,5.96,1.1
20161208,서울특별시,7604,2.1,3,1.7,70,5.28,1.6
20161209,서울특별시,8855,1.4,3,2.8,65.8,8.5,2.8
20161210,서울특별시,10829,-1.6,,1.9,47.6,9.45,-0.6
20161211,서울특별시,11322,-1.1,,1.2,42.6,9.58,-1.4
20161212,서울특별시,8164,2.3,,1.9,37.9,5.71,2.2
20161213,서울특별시,7628,3.4,,2,53.6,6.64,2.9
20161214,서울특별시,7014,-1.4,0.1,2.7,68.1,2.98,-0.1
20161215,서울특별시,5979,-5,,3,41.8,9.64,-2.2
20161216,서울특별시,7616,-4.7,,2.2,40.3,9.62,-3.3
20161217,서울특별시,12349,2.7,0,1.8,60.1,6.21,0.7
20161218,서울특별시,11985,4.9,,1.9,68.8,3.06,3.9
20161219,서울특별시,9156,7.2,0.1,2.5,66,5.32,6.2
20161220,서울특별시,9154,7.6,,1.2,71.3,7.86,4.6
20161221,서울특별시,6891,7.9,29,3.5,75.5,5.01,5.8
20161222,서울특별시,8024,5.5,23.5,3.5,90.3,1.37,6.8
20161223,서울특별시,7591,-2.5,0.1,3.6,71.1,2.35,0
20161224,서울특별시,10418,-2.4,,1.8,66,4.96,-0.5
20161225,서울특별시,12097,1,,1.7,69.5,7.54,0
20161226,서울특별시,7375,2.5,0,1.4,73.8,1.66,2.2
20161227,서울특별시,6672,-2.3,0.5,3.5,54.6,9.29,0.6
20161228,서울특별시,7470,-3.7,,1.8,49,9.22,-2.1
